word,frequency,current_phonetic,effective_phonetic,current_uk,current_us,current_status,expected_uk,expected_us,expected_status,verdict,source_variants,conflict_dialects,candidate_count_uk,candidate_count_us,sources_json
adversary,7244,/ˈædvɚˌsɛɹi/,/ˈædvɚˌsɛɹi/,,/ˈædvɚˌsɛɹi/,conflict,,/ˈædvɚˌsɛɹi/,conflict,review_external_conflict,uk,uk,3,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈædvəsɛɹi/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/ædˈvɜːsəɹi/"", ""source"": ""kaikki"", ""detail"": ""uk dated""}, {""ipa"": ""/ədˈvɜːsəɹi/"", ""source"": ""kaikki"", ""detail"": ""uk""}], ""us"": [{""ipa"": ""/ˈædvɚˌsɛɹi/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk""], ""conflict_dialects"": [""uk""]}"
advert,35264,/ˈædvɚt/,/ˈædvɚt/,,/ˈædvɚt/,conflict,,/ˈædvɚt/,conflict,review_external_conflict,uk,uk,4,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈædvɜːt/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ˈædvɜːt/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ædvˈɜːt/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ædvˈɜːt/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈædvɚt/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk""], ""conflict_dialects"": [""uk""]}"
advised,0,/ɐdvˈaɪzd/,/ɐdvˈaɪzd/,,,conflict,,,conflict,review_external_conflict,us,us,0,2,"{""candidates"": {""us"": [{""ipa"": ""/ædˈvaɪzd/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/ədˈvaɪzd/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
aesthete,29682,/ˈɛsθit/,/ˈɛsθit/,/ˈiːsθiːt/,/ˈɛsθit/,verified,/ˈiːsθiːt/,/ˈɛsθit/,verified,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈiːsθiːt/"", ""source"": ""kaikki"", ""detail"": ""uk""}], ""us"": [{""ipa"": ""/ˈɛsθit/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
aesthetics,9286,/ɛsˈθɛtɪks/,/ɛsˈθɛtɪks/,,/ɛsˈθɛtɪks/,us_only,,/ɛsˈθɛtɪks/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ɛsˈθɛtɪks/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
affable,16207,/ˈæfəbəl/,/ˈæfəbəl/,/ˈæfəbəl/,/ˈæfəbəl/,same,/ˈæfəbəl/,/ˈæfəbəl/,same,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈæfəbəl/"", ""source"": ""kaikki"", ""detail"": ""uk us""}], ""us"": [{""ipa"": ""/ˈæfəbəl/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""same""}"
affectionate,12111,/ɐfˈɛkʃənət/,/ɐfˈɛkʃənət/,,,conflict,,,conflict,review_external_conflict,us,us,0,2,"{""candidates"": {""us"": [{""ipa"": ""/əˈfɛkʃənət/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/əˈfɛkʃənɪt/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
affirm,5714,/əˈfɝm/,/əˈfɝm/,/əˈfɜːm/,/əˈfɝm/,verified,/əˈfɜːm/,/əˈfɝm/,verified,pass,,,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/əˈfɜːm/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/əˈfɜːm/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/əˈfɝm/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
affix,13876,/ɐfˈɪks/,/ɐfˈɪks/,,,conflict,,,conflict,review_external_conflict,us,us,0,2,"{""candidates"": {""us"": [{""ipa"": ""/ˈæfɪks/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/əˈfɪks/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
afflatus,0,/ɐflˈatəs/,/əˈfleɪtəs/,/əˈfleɪtəs/,,uk_only,/əˈfleɪtəs/,,uk_only,pass,,,1,0,"{""candidates"": {""uk"": [{""ipa"": ""/əˈfleɪtəs/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}]}, ""status_reason"": ""uk_only""}"
afflict,9633,/əˈflɪkt/,/əˈflɪkt/,,/əˈflɪkt/,us_only,,/əˈflɪkt/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/əˈflɪkt/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
affray,0,/ɐfɹˈeɪ/,/ɐfɹˈeɪ/,,,legacy_single,,,legacy_single,review_no_external_evidence,,,0,0,"{""candidates"": {}, ""status_reason"": ""legacy_single""}"
affront,16245,/əˈfɹʌnt/,/əˈfɹʌnt/,/əˈfɹʊnt/,/əˈfɹʌnt/,verified,/əˈfɹʊnt/,/əˈfɹʌnt/,verified,pass,,,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/əˈfɹʊnt/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}, {""ipa"": ""/əˈfɹʊnt/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}], ""us"": [{""ipa"": ""/əˈfɹʌnt/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
afghanistan,0,/æfˈɡænəˌstæn/,/æfˈɡænəˌstæn/,,/æfˈɡænəˌstæn/,us_only,,/æfˈɡænəˌstæn/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/æfˈɡænəˌstæn/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
